Æmielów;	50,8918364;	21,5100875
Daleszyce;	50,801991;	20,8066334
Dar³owo;	54,42249;	16,40933
D¹bie;	52,0871691;	18,8220738
D¹browa Bia³ostocka;	53,654439;	23,3485102
D¹browa Górnicza;	50,3308692;	19,2078918
D¹browa Tarnowska;	50,1743495;	20,9850707
Debrzno;	53,53861;	17,2338685
Dêbica;	50,0514601;	21,4104804
Dêblin;	51,562491;	21,8654383
Dêbno;	52,7396681;	14,7014522
Dobczyce;	49,8803432;	20,0905415
Dobiegniew;	52,9667749;	15,7548055
Dobra;	53,584659;	15,3073048
Dobre Miasto;	53,9868899;	20,3973402
Dobrodzieñ;	50,7288597;	18,444336
Dobrzany;	53,3582754;	15,4299315
Dobrzyca;	51,8668166;	17,6026387
Dobrzyñ nad Wis³¹;	52,6374518;	19,3213714
Dolsk;	51,9866;	17,0653695
Drawno;	53,2189468;	15,7580084
Drawsko Pomorskie;	53,5310786;	15,8134179
Drezdenko;	52,8396642;	15,8323083
Drobin;	52,7377981;	19,9893151
Drohiczyn;	52,396648;	22,658812
Drzewica;	51,4508384;	20,4773617
Dubiecko;	49,8253187;	22,3916222
Dukla;	49,55636;	21,6847523
Duszniki-Zdrój;	50,4044249;	16,3901528
Dynów;	49,8134771;	22,2338151
Dzia³dowo;	53,2346517;	20,1817841
Dzia³oszyce;	50,3654682;	20,3521471
Dzia³oszyn;	51,1168037;	18,8651633
Dzierzgoñ;	53,9239051;	19,3479491
Dzier¿oniów;	50,7283543;	16,6506207
Dziwnów;	54,025095;	14,7526469
Elbl¹g;	54,1558708;	19,4044583
E³k;	53,8248304;	22,3615813
Frampol;	50,671832;	22,6698666
Frombork;	54,3583633;	19,6823701
Garwolin;	51,8973315;	21,6149645
G¹bin;	52,39942;	19,73072
Gdañsk;	54,3482908;	18,6540231
Gdynia;	54,5164982;	18,5402738
Gi¿ycko;	54,040092;	21,7713092
Glinojeck;	52,819174;	20,2862655
Gliwice;	50,294113;	18,6657306
G³ogów;	51,6636791;	16,0935567
G³ogów Ma³opolski;	50,1511809;	21,9627571
G³ogówek;	50,3534373;	17,8619329
G³owno;	51,9660873;	19,7135665
G³ubczyce;	50,2000941;	17,8293199
G³ucho³azy;	50,3170828;	17,3833809
G³uszyca;	50,6862202;	16,3730583
Gniew;	53,8342221;	18,8251596
Gniewkowo;	52,894429;	18,4066817
Gniezno;	52,5359736;	17,595889
Gogolin;	50,4925107;	18,0176197
Golczewo;	53,8241081;	14,9773396
Goleniów;	53,5656704;	14,8300626
Golina;	52,24276;	18,09534
Golub-Dobrzyñ;	53,1138924;	19,0544501
Go³añcz;	52,9431644;	17,2999756
Go³dap;	54,3080218;	22,3018802
Goni¹dz;	53,489222;	22,7323721
Goraj;	50,7212294;	22,6682146
Gorlice;	49,65829;	21,1593832
Gorzów Œl¹ski;	51,0281551;	18,4222682
Gorzów Wielkopolski;	52,7309926;	15,2400451
Gostynin;	52,4287607;	19,4612956
Gostyñ;	51,8778633;	17,0167637
Goœcino;	54,0515795;	15,6534004
Gozdnica;	51,4373182;	15,0960336
Góra;	51,6681499;	16,5393277
Góra Kalwaria;	51,9843765;	21,2140226
Górowo I³aweckie;	54,2842481;	20,4916449
Górzno;	53,1980846;	19,6445713
Grabów nad Prosn¹;	51,5060515;	18,1188808
Grajewo;	53,6469842;	22,4548627
Grodków;	50,698157;	17,3849804
Grodzisk Mazowiecki;	52,1066223;	20,6313441
Grodzisk Wielkopolski;	52,2263198;	16,3628106
Grójec;	51,8655126;	20,8675017
Grudzi¹dz;	53,4876477;	18,7557759
Grybów;	49,6250919;	20,9446455
Gryfice;	53,9148529;	15,1987062
Gryfino;	53,2535889;	14,4924243
Gryfów Œl¹ski;	51,0281455;	15,4145051
Guben;	51,9503235;	14,7153567
Gubin;	51,9509817;	14,7272814
Hajnówka;	52,7396541;	23,5817869
Halinów;	52,2258575;	21,3529522
Hel;	54,6066432;	18,8027076
Hrubieszów;	50,8047363;	23,8873816
I³awa;	53,5976095;	19,5612175
I³owa;	51,5006828;	15,1984599
I³¿a;	51,1624174;	21,2374622
Imielin;	50,1454718;	19,1857589
Inowroc³aw;	52,7952408;	18,2595624
Iñsko;	53,4365292;	15,5503079
Iwonicz-Zdrój;	49,5696688;	21,7932328
Izbica Kujawska;	52,41925;	18,76435
Jab³onowo Pomorskie;	53,387984;	19,1527034
Janikowo;	52,7531648;	18,1141024
Janowiec Wielkopolski;	52,7567264;	17,4887698
Janów Lubelski;	50,7065895;	22,4110663
Jaraczewo;	51,9689115;	17,2981142
Jarocin;	51,9738992;	17,5011225
Jaros³aw;	50,0159029;	22,6796573
Jasieñ;	51,7515442;	15,0123351
Jas³o;	49,7470465;	21,4743139
Jastarnia;	54,702764;	18,6712892
Jastrowie;	53,4205494;	16,8150156
Jastrzêbie-Zdrój;	49,9519085;	18,6023614
Jawor;	51,0504653;	16,1932008
Jaworzno;	50,203439;	19,2721559
Jaworzyna Œl¹ska;	50,9144217;	16,4308642
Jedlicze;	49,714148;	21,6421513
Jedlina-Zdrój;	50,7238213;	16,3457478
Jedwabne;	53,2867308;	22,3021413
Jelcz-Laskowice;	51,0398306;	17,3499638
Jelenia Góra;	50,9031028;	15,7344306
Jeziorany;	53,9768604;	20,7459137
Jêdrzejów;	50,6394435;	20,3046116
Jordanów;	49,6492876;	19,8299532
Józefów;	50,480395;	23,053636
Józefów nad Wis³¹;	51,0408518;	21,8296779
Jutrosin;	51,6536197;	17,1689896
Kalety;	50,5636291;	18,885746
Kalisz;	51,7624752;	18,0895358
Kalisz Pomorski;	53,2981616;	15,9059903
Kalwaria Zebrzydowska;	49,8669482;	19,6763089
Ka³uszyn;	52,2082344;	21,8133341
Kamieniec Z¹bkowicki;	50,5229139;	16,8736143
Kamienna Góra;	50,7837361;	16,0336631
Kamieñ Krajeñski;	53,5333203;	17,5199143
Kamieñ Pomorski;	53,9648364;	14,7734718
Kamieñsk;	51,204172;	19,4970714
Kamionka;	51,4711228;	22,4644249
Kañczuga;	49,9843732;	22,4131838
Karczew;	52,0782795;	21,2508068
Kargowa;	52,0719225;	15,8648044
Karlino;	54,0410287;	15,8793019
Karpacz;	50,7747485;	15,7542035
Kartuzy;	54,3342281;	18,1973639
Katowice;	50,2598987;	19,0215852
Kazimierz Dolny;	51,3220058;	21,947372
Kazimierza Wielka;	50,267489;	20,4853308
K¹ty Wroc³awskie;	51,0302656;	16,7702325
Kcynia;	52,9917668;	17,4873729
Kêdzierzyn-KoŸle;	50,3448836;	18,2109594
Kêpice;	54,2427792;	16,8896705
Kêpno;	51,2790265;	17,9866632
Kêtrzyn;	54,0764176;	21,3752627
Kêty;	49,8817723;	19,2302036
Kielce;	50,8719903;	20,6310488
Kietrz;	50,0796271;	18,0021082
Kisielice;	53,6076054;	19,2593923
Kleczew;	52,3707265;	18,1779886
Kleszczele;	52,574173;	23,3254851
Klimontów;	50,6563871;	21,4506186
Kluczbork;	50,9730701;	18,2140089
K³ecko;	52,6324247;	17,4282911
K³obuck;	50,9024828;	18,9371319
K³odawa;	52,2574519;	18,911206
K³odzko;	50,438651;	16,6551878
Knurów;	50,2216536;	18,6706574
Knyszyn;	53,3122442;	22,9200387
Kobylin;	51,7163621;	17,2247584
Koby³ka;	52,3387086;	21,1965315
Kolbuszowa;	50,2433277;	21,7754563
Kolno;	53,4109383;	21,9312439
Kolonowskie;	50,6528574;	18,3831071
Koluszki;	51,7444956;	19,817966
Ko³aczyce;	49,8076605;	21,4340516
Ko³o;	52,2019866;	18,6359912
Ko³obrzeg;	54,1759614;	15,5764209
Koniecpol;	50,7725294;	19,6769723
Konin;	52,2301933;	18,2521112
Konstancin-Jeziorna;	52,0834787;	21,1208073
Konstantynów £ódzki;	51,7475546;	19,3255118
Koñskie;	51,1910223;	20,4071836
Koprzywnica;	50,5932218;	21,5847266
Korfantów;	50,4879782;	17,5984184
Koronowo;	53,3140636;	17,9369813
Korsze;	54,1707614;	21,1442323
Kosów Lacki;	52,5960805;	22,1471764
Kostrzyn;	52,3983662;	17,2275394
Kostrzyn nad Odr¹;	52,5898737;	14,6536335
Koszalin;	54,19092;	16,17707
Koszyce;	50,1669806;	20,5756459
Koœcian;	52,086325;	16,6449995
Koœcierzyna;	54,1210215;	17,9781656
Kowal;	52,5308373;	19,1499427
Kowalewo Pomorskie;	53,1543137;	18,8975473
Kowary;	50,7937534;	15,8338236
Kozieg³owy;	50,5978504;	19,1615184
Kozienice;	51,5849678;	21,549883
KoŸmin Wielkopolski;	51,8256567;	17,4528473
KoŸminek;	51,798301;	18,3383583
Ko¿uchów;	51,7454592;	15,5944597
Kórnik;	52,2492751;	17,0901242
Krajenka;	53,2970851;	16,9909514
Kraków;	50,0619474;	19,9368564
Krapkowice;	50,4747413;	17,9675262
Krasnobród;	50,5460046;	23,2115593
Krasnystaw;	50,9844757;	23,1635704
Kraœnik;	50,9249236;	22,229206
Krobia;	51,7741006;	16,9845547
Krosno;	49,6938045;	21,7651458
Krosno Odrzañskie;	52,0536361;	15,0980258
Kroœniewice;	52,2560639;	19,1689326
Krotoszyn;	51,695926;	17,4374158
Kruszwica;	52,6743797;	18,3254766
Krynica Morska;	54,3800071;	19,4433631
Krynica-Zdrój;	49,4206138;	20,9594176
Krynki;	53,2644419;	23,7726182
Krzanowice;	50,017931;	18,1216249
Krzepice;	50,9693977;	18,7264242
Krzeszowice;	50,1350246;	19,6320164
Krzywiñ;	51,962928;	16,819295
Krzy¿ Wielkopolski;	52,8796439;	16,0141705
Ksi¹¿ Wielkopolski;	52,0623513;	17,2395591
Kudowa-Zdrój;	50,4420034;	16,2416299
Kunów;	50,9541063;	21,278823
Kutno;	52,2317559;	19,3570182
KuŸnia Raciborska;	50,2007002;	18,3105735
Kwidzyn;	53,7335842;	18,9319222
L¹dek-Zdrój;	50,3458254;	16,8725948
Lebus;	52,4271025;	14,5338189
Legionowo;	52,3952285;	20,9308309
Legnica;	51,2081617;	16,1603187
Lesko;	49,4689014;	22,3303816
Leszno;	51,8436498;	16,5744141
Leœna;	51,0241667;	15,2636111
Leœnica;	50,4285562;	18,1849929
Lewin Brzeski;	50,7495823;	17,6188526
Le¿ajsk;	50,2621687;	22,418892
Lêbork;	54,5391501;	17,7472272
Lêdziny;	50,1379295;	19,1315264
Libi¹¿;	50,1030516;	19,3147486
Lidzbark;	53,2628043;	19,8231836
Lidzbark Warmiñski;	54,1259406;	20,5805641
Limanowa;	49,7061713;	20,4217266
Lipiany;	53,0035599;	14,9697645
Lipno;	52,8473901;	19,1792654
Lipsk;	53,7335414;	23,4037394
Lipsko;	51,158513;	21,6490099
Lubaczów;	50,1574473;	23,1225859
Lubañ;	51,1180898;	15,2892651
Lubartów;	51,4660473;	22,6052895
Lubawa;	53,5051482;	19,7494057
Lubawka;	50,7070882;	16,0003894
Lubieñ Kujawski;	52,40736;	19,16018
Lubin;	51,3974465;	16,2051275
Lublin;	51,250559;	22,5701022
Lubliniec;	50,669016;	18,6825574
Lubniewice;	52,5119594;	15,2441003
Lubomierz;	51,0124569;	15,51022
Luboñ;	52,3458174;	16,8784788
Lubowidz;	53,1216748;	19,8407986
Lubraniec;	52,543083;	18,8315832
Lubsko;	51,7881902;	14,9721266
Lubycza Królewska;	50,3411612;	23,5196564
Lututów;	51,3712494;	18,4346007
Lwówek;	52,4489307;	16,1803554
Lwówek Œl¹ski;	51,1108891;	15,5850018
£abiszyn;	52,9528653;	17,9205877
£agów;	50,7754877;	21,0839837
£añcut;	50,0690725;	22,2320924
£apy;	52,9908208;	22,883005
£asin;	53,5196526;	19,0870311
£ask;	51,5929947;	19,1334784
£askarzew;	51,7889644;	21,5921883
£aszczów;	50,532615;	23,7263929
£aziska Górne;	50,1500892;	18,8390661
£azy;	50,4276105;	19,3948494
£eba;	54,7585207;	17,555417
£êczna;	51,3002941;	22,886766
£êczyca;	52,0593642;	19,2015681
£êknica;	51,538237;	14,7445378
£obez;	53,6391189;	15,6213487
£ob¿enica;	53,2602878;	17,2548401
£ochów;	52,53042;	21,68528
£omianki;	52,3355273;	20,895012
£om¿a;	53,1750699;	22,0727551
£osice;	52,2115134;	22,717294
£owicz;	52,107683;	19,9447873
£ódŸ;	51,7687323;	19,4569911
£uków;	51,93008;	22,3790669
Maków Mazowiecki;	52,865678;	21,101224
Maków Podhalañski;	49,7298971;	19,6768803
Malbork;	54,0359361;	19,0348817
Ma³ogoszcz;	50,8123487;	20,2648324
Ma³omice;	51,5550002;	15,4472908
Margonin;	52,9732912;	17,0948899
Marki;	52,3254611;	21,1054691
Maszewo;	53,496222;	15,0613549
Miasteczko Œl¹skie;	50,4915736;	18,9230247
Miastko;	54,0001478;	16,9774717
Micha³owo;	53,0328933;	23,6066858
Miechów;	50,3566016;	20,0276912
Miejska Górka;	51,6552093;	16,9561451
Mielec;	50,2892506;	21,4243685
Mielno;	54,2590065;	16,0539997
Mieroszów;	50,6669858;	16,1862044
Mieszkowice;	52,785412;	14,4954296
Miêdzybórz;	51,397711;	17,6650165
Miêdzychód;	52,6046468;	15,8935386
Miêdzylesie;	50,1480131;	16,6669348
Miêdzyrzec Podlaski;	51,9853172;	22,7842492
Miêdzyrzecz;	52,4448261;	15,578637
Miêdzyzdroje;	53,9282745;	14,448903
Miko³ajki;	53,7981816;	21,5772462
Miko³ów;	50,1691812;	18,9044238
Mikstat;	51,5315251;	17,9710681
Milanówek;	52,1266493;	20,6641191
Milicz;	51,5319957;	17,2752485
Mi³akowo;	54,0101675;	20,0711213
Mi³om³yn;	53,7634;	19,8413501
Mi³os³aw;	52,2023105;	17,4892236
Miñsk Mazowiecki;	52,1811496;	21,5585859
Miros³awiec;	53,34171;	16,09094
Mirsk;	50,9721836;	15,3857926
M³awa;	53,1116182;	20,3831732
M³ynary;	54,1876231;	19,7229376
Modliborzyce;	50,7534467;	22,3291714
Mogielnica;	51,6929526;	20,723371
Mogilno;	52,657341;	17,9500677
Moñki;	53,4065738;	22,7983772
Morawica;	50,7478149;	20,6180519
Mor¹g;	53,9119982;	19,9279895
Mordy;	52,2106634;	22,5154232
Moryñ;	52,8558027;	14,3968046
Mosina;	52,2455834;	16,8472591
Mr¹gowo;	53,8660707;	21,3045796
Mrocza;	53,2438463;	17,6072363
Mrozy;	52,1655506;	21,8001682
Mszana Dolna;	49,6779756;	20,0820073
Mszczonów;	51,9740309;	20,5126683
Murowana Goœlina;	52,5758465;	17,0097914
Muszyna;	49,3561684;	20,8967477
Mys³owice;	50,2414715;	19,1414528
Myszków;	50,5736481;	19,3219413
Myszyniec;	53,3831962;	21,3420723
Myœlenice;	49,834608;	19,9384283
Myœlibórz;	52,924825;	14,8664799
Nak³o nad Noteci¹;	53,1386896;	17,5998891
Na³êczów;	51,2876064;	22,214792
Namys³ów;	51,0766258;	17,7185619
Narol;	50,3488112;	23,3274426
Nasielsk;	52,5867531;	20,8130115
Nekla;	52,3656249;	17,4144598
Nidzica;	53,3613838;	20,4275719
Niemcza;	50,7163426;	16,8350398
Niemodlin;	50,6415925;	17,6211388
Niepo³omice;	50,033182;	20,2168012
Nieszawa;	52,8334518;	18,9011049
Nisko;	50,5198985;	22,139886
Nowa Dêba;	50,4132684;	21,749056
Nowa Ruda;	50,5791982;	16,5014757
Nowa Sarzyna;	50,3198578;	22,3433771
Nowa S³upia;	50,8640377;	21,0907296
Nowa Sól;	51,8019595;	15,7175608
Nowe;	53,6462325;	18,7290468
Nowe Brzesko;	50,1322823;	20,3767203
Nowe Miasteczko;	51,6908103;	15,7311977
Nowe Miasto Lubawskie;	53,4255933;	19,5936277
Nowe Miasto nad Pilic¹;	51,616692;	20,5796171
Nowe Skalmierzyce;	51,7109127;	17,9943345
Nowe Warpno;	53,7252724;	14,2809332
Nowogard;	53,6687698;	15,1225889
Nowogrodziec;	51,1971363;	15,3987046
Nowogród;	53,2280804;	21,8797908
Nowogród Bobrzañski;	51,7986474;	15,2365032
Nowy Dwór Gdañski;	54,2146299;	19,1150846
Nowy Dwór Mazowiecki;	52,4306508;	20,7154712
Nowy Korczyn;	50,2994316;	20,8090569
Nowy S¹cz;	49,6249173;	20,691346
Nowy Staw;	54,1342754;	19,0086861
Nowy Targ;	49,4818229;	20,030541
Nowy Tomyœl;	52,3177643;	16,1291553
Nowy Wiœnicz;	49,9152667;	20,4621677
Nysa;	50,4738029;	17,3324733
Oborniki;	52,6455252;	16,8099756
Oborniki Œl¹skie;	51,3010662;	16,9145509
Obrzycko;	52,7064375;	16,5252416
Odolanów;	51,5742177;	17,673514
Ogrodzieniec;	50,4521463;	19,5213629
Okonek;	53,5347646;	16,8516192
Olecko;	54,0398024;	22,4934246
Olesno;	50,8766575;	18,4219452
Oleszyce;	50,1682003;	23,0314836
Oleœnica;	51,2095314;	17,3804559
Olkusz;	50,2788158;	19,5596307
Olsztyn;	53,7766839;	20,476507
Olsztynek;	53,5834201;	20,2816198
Olszyna;	51,0655505;	15,3753102
O³awa;	50,9431901;	17,2957066
Opalenica;	52,3088119;	16,4124256
Opatowiec;	50,2425871;	20,7237798
Opatów;	50,8017661;	21,4238281
Opatówek;	51,7394437;	18,2137254
Opoczno;	51,3782439;	20,2931754
Opole;	50,6668184;	17,9236408
Opole Lubelskie;	51,1475365;	21,9664152
Orneta;	54,1155533;	20,1303378
Orzesze;	50,1439;	18,77462
Orzysz;	53,809833;	21,9473601
Osieczna;	51,9033938;	16,6762108
Osiek;	50,5194515;	21,4425619
Ostritz;	51,014934;	14,9327975
Ostro³êka;	53,0843135;	21,5668607
Ostroróg;	52,6261122;	16,45406
Ostrowiec Œwiêtokrzyski;	50,9398768;	21,38743
Ostróda;	53,7028533;	19,9623028
Ostrów Lubelski;	51,4971197;	22,8554683
Ostrów Mazowiecka;	52,8000429;	21,897638
Ostrów Wielkopolski;	51,6495023;	17,8167085
Ostrzeszów;	51,4257664;	17,9331788
Oœno Lubuskie;	52,455132;	14,8682003
Oœwiêcim;	50,0382443;	19,2214053
Otmuchów;	50,465351;	17,1730499
Otwock;	52,1041197;	21,2681092
Otyñ;	51,8473213;	15,7104
Ozimek;	50,6789196;	18,2125227
Ozorków;	51,9636101;	19,2918111
O¿arów;	50,8864089;	21,6656244
O¿arów Mazowiecki;	52,2080548;	20,7941606
Pabianice;	51,6639859;	19,3535024
Pacanów;	50,3999656;	21,0409852
Paczków;	50,4636773;	17,0057683
Pajêczno;	51,1468824;	18,9956984
Pakoœæ;	52,8073319;	18,0899612
Parczew;	51,639;	22,9
Pas³êk;	54,0626346;	19,6565365
Pasym;	53,6521615;	20,7917422
Pelplin;	53,9278352;	18,6985388
Pe³czyce;	53,04218;	15,30591
Piaseczno;	52,0747377;	21,0270885
Piaski;	51,1378115;	22,8475225
Piastów;	52,1812559;	20,8415937
Pi¹tek;	52,0689883;	19,4799726
Piechowice;	50,8494747;	15,5976047
Piekary Œl¹skie;	50,3840312;	18,9456429
Pieniê¿no;	54,2385662;	20,1258163
Pieñsk;	51,2457834;	15,0449871
Pierzchnica;	50,6974266;	20,7544258
Pieszyce;	50,7124412;	16,581609
Pilawa;	51,9595452;	21,5271524
Pilica;	50,4681134;	19,6573591
Pilzno;	49,978578;	21,2908438
Pi³a;	53,1511324;	16,7380343
Pi³awa Górna;	50,6826226;	16,7435225
Piñczów;	50,5201929;	20,5256241
Pionki;	51,4730031;	21,4438404
Piotrków Kujawski;	52,55057;	18,49872
Piotrków Trybunalski;	51,4082625;	19,696167
Pisz;	53,6294943;	21,8098191
Piwniczna-Zdrój;	49,4406462;	20,7142303
Pleszew;	51,8960985;	17,7865673
P³ock;	52,5464521;	19,7008606
P³oñsk;	52,6226617;	20,3705091
P³oty;	53,8030947;	15,2663988
Pniewy;	52,5089624;	16,2566411
Pobiedziska;	52,4773387;	17,2870352
Poddêbice;	51,8931973;	18,9517348
Podkowa Leœna;	52,1217773;	20,7295541
Pogorzela;	51,8224142;	17,2310362
Polanica-Zdrój;	50,4079276;	16,5107431
Polanów;	54,11921;	16,68725
Police;	53,5486435;	14,5657399
Polkowice;	51,5039288;	16,0713371
Po³aniec;	50,4329071;	21,2810473
Po³czyn-Zdrój;	53,7648981;	16,0952705
Poniatowa;	51,19298;	22,06505
Poniec;	51,7650386;	16,8059899
Porêba;	50,4875787;	19,337879
Poznañ;	52,4082663;	16,9335199
Prabuty;	53,755995;	19,2044449
Praszka;	51,05536;	18,4485221
Prochowice;	51,273422;	16,3644321
Proszowice;	50,1926479;	20,2917555
Prószków;	50,5786696;	17,8699852
Pruchnik;	49,9061358;	22,5160585
Prudnik;	50,3217212;	17,5801041
Prusice;	51,3707663;	16,9626816
Pruszcz Gdañski;	54,2608539;	18,6461908
Pruszków;	52,1626141;	20,8080199
Przasnysz;	53,0190219;	20,8804028
Przec³aw;	50,1939186;	21,4798564
Przedbórz;	51,0868077;	19,8744414
Przedecz;	52,3341735;	18,8985119
Przemków;	51,5275418;	15,7874473
Przemyœl;	49,7821562;	22,7692634
Przeworsk;	50,0601735;	22,4923769
Przysucha;	51,3585043;	20,6285468
Pszczyna;	49,9778328;	18,9425124
Pszów;	50,0395806;	18,3949412
Puck;	54,7203995;	18,411338
Pu³awy;	51,4171713;	21,9720582
Pu³tusk;	52,7051109;	21,0840274
Puszczykowo;	52,2884282;	16,8596018
Pyrzyce;	53,1457;	14,89267
Pyskowice;	50,3980823;	18,6277201
Pyzdry;	52,1694332;	17,687134
Rabka-Zdrój;	49,6076663;	19,9622575
Raci¹¿;	52,7810586;	20,118111
Racibórz;	50,0917343;	18,2196766
Radków;	50,5042182;	16,401351
Radlin;	50,0486957;	18,4791456
Rad³ów;	50,0830887;	20,8476617
Radom;	51,4022557;	21,1541546
Radomsko;	51,0674769;	19,4446109
Radomyœl Wielki;	50,1963674;	21,2761596
Radoszyce;	51,0736699;	20,2597677
Radymno;	49,9517176;	22,8183129
Radziejów;	52,6251015;	18,5269434
Radzionków;	50,4002717;	18,9026247
Radzymin;	52,4176347;	21,1807836
Radzyñ Che³miñski;	53,385006;	18,9351906
Radzyñ Podlaski;	51,7827253;	22,6208818
Rajgród;	53,7304739;	22,6976173
Rakoniewice;	52,1393485;	16,2738532
Raszków;	51,7182066;	17,7277057
Rawa Mazowiecka;	51,7624929;	20,2519293
Rawicz;	51,6101629;	16,8583657
Recz;	53,2601536;	15,5467648
Reda;	54,6043272;	18,3505191
Rejowiec;	51,0945453;	23,2832851
Rejowiec Fabryczny;	51,1191844;	23,2467333
Resko;	53,7733969;	15,4056058
Reszel;	54,0482576;	21,1421611
RogoŸno;	52,7523023;	16,9936288
Ropczyce;	50,0528608;	21,6116324
Ró¿an;	52,8886251;	21,3965069
Ruciane-Nida;	53,65042;	21,55982
